ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A312144,"https://petharbor.com/detail.asp?ID=A312144&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312144&LOCATION=SNCR,jet,Male,black,domestic shorthair,2 months old,1.0,S GAR02,False,False,,2,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312145,"https://petharbor.com/detail.asp?ID=A312145&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312145&LOCATION=SNCR,lil' grey,Female,gray tiger,domestic shorthair,2 months old,1.8,S GAR02,False,True,,2,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312146,"https://petharbor.com/detail.asp?ID=A312146&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312146&LOCATION=SNCR,pepper,Male,black,domestic shorthair,2 months old,0.9,S GAR02,False,False,,2,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312147,"https://petharbor.com/detail.asp?ID=A312147&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312147&LOCATION=SNCR,zion,Male,brn tabby,domestic shorthair,2 months old,0.75,S GAR02,False,False,,2,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312324,"https://petharbor.com/detail.asp?ID=A312324&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312324&LOCATION=SNCR,melman,Male,brn tabby & black,domestic shorthair,2 months old,2.1,S K13,False,False,,2,,,2024-06-07,"Melman was found as a stray and is a sweet kitty. He instantly starts purring whenever you pick him up and loves a good shoulder taxi. He enjoys being around people and his foster siblings (and would love to go to a home with a kitty wanting a friend). He is playful and will occasionally climb up your leg for attention. He would thrive in an indoor only home since he is so friendly. He walks straight up to his foster sister (dog) to say hello and would likely do the same with wildlife. Silly Melman! He may do well in a home with a cat savvy dog and is not recommended to go to a home with a dog with prey drive or may try to chase him. He has no history with children, and does on occasion get startled by new sounds.Does he sound like the puuuurrfect baby for you? Come to the shelter to meet him today.  ",2024-06-11
A312437,"https://petharbor.com/detail.asp?ID=A312437&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312437&LOCATION=SNCR,salsa,Male,black,domestic shorthair,3 months old,3.1,S K11,False,False,,3,,,2024-06-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312438,"https://petharbor.com/detail.asp?ID=A312438&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312438&LOCATION=SNCR,queso,Male,black,domestic shorthair,3 months old,1.75,S K11,False,False,,3,,,2024-06-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312439,"https://petharbor.com/detail.asp?ID=A312439&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312439&LOCATION=SNCR,guacamole,Female,gray,domestic shorthair,3 months old,1.2,S K11,False,True,,3,,,2024-06-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312440,"https://petharbor.com/detail.asp?ID=A312440&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312440&LOCATION=SNCR,chips,Female,gray tabby,domestic shorthair,3 months old,2.0,S K11,False,True,,3,,,2024-06-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312580,"https://petharbor.com/detail.asp?ID=A312580&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312580&LOCATION=SNCR,nicholas,Male,white & gray,domestic shorthair,"1 year, 6 months old",7.2,S F43,False,False,1,1,,,2024-05-29,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312780,"https://petharbor.com/detail.asp?ID=A312780&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312780&LOCATION=SNCR,jacksonville,Male,black,domestic shorthair,3 months old,,S CATIO,False,False,,3,,,2024-06-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312781,"https://petharbor.com/detail.asp?ID=A312781&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312781&LOCATION=SNCR,pensacola,Female,tortie,domestic shorthair,3 months old,2.8,S CATIO,False,True,,3,,,2024-06-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312782,"https://petharbor.com/detail.asp?ID=A312782&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312782&LOCATION=SNCR,fort myers,Male,brn tabby,domestic shorthair,3 months old,3.0,S CATIO,False,False,,3,,,2024-06-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312783,"https://petharbor.com/detail.asp?ID=A312783&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312783&LOCATION=SNCR,sarasota,Female,brn tabby & calico,domestic shorthair,3 months old,2.6,S CATIO,False,True,,3,,,2024-06-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312784,"https://petharbor.com/detail.asp?ID=A312784&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312784&LOCATION=SNCR,clearwater,Male,gray tabby,domestic shorthair,3 months old,2.8,S CATIO,False,False,,3,,,2024-06-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312918,"https://petharbor.com/detail.asp?ID=A312918&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312918&LOCATION=SNCR,mae,Female,gray,domestic shorthair,3 months old,3.7,S K15,False,True,,3,,,2024-06-08,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312919,"https://petharbor.com/detail.asp?ID=A312919&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312919&LOCATION=SNCR,maggie,Female,gray tabby,domestic shorthair,3 years old,3.0,S K15,False,True,3,,,,2024-06-08,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A311897,"https://petharbor.com/detail.asp?ID=A311897&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311897&LOCATION=SNCR,sweetie,Female,org tabby & white,domestic shorthair,2 months old,1.1,S K07,False,True,,2,,,2024-06-11,"Meet Sweetie! Sweetie came into the Shelter as a tiny, underage kitten. Sweetie is back at the Shelter and looking to be your new BFF. Here is what her foster parent says about her: ""Very sweet. Kind of shy and holds back when other kittens explore or jump in to something new. She has become more loving and purrs when she sees me or I hold her. She is a little squirmy still after a few minutes when you hold her but she has been improving. She likes most toys; especially strings and ping pong balls. She does not like to be alone, cries the whole time if left in the room or kitten corral alone.""Sweetie would be a great kitten as a companion to the same home with one of her littermates or as a kitty friend for a family with an existing feline.",2024-06-11
A311901,"https://petharbor.com/detail.asp?ID=A311901&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311901&LOCATION=SNCR,scout,Male,org tabby & white,domestic shorthair,2 months old,1.1,S K07,False,False,,2,,,2024-06-11,"Meet Scout! This kitten came to the Shelter as an underage, tiny kitten. He grew up big and strong with his littermates in foster care and is now ready to party at your house! Here is what his foster parent has to say about him: ""He is bold and courageous (hence his name). Always curious and checks out new things. He was the first one in the litter to walk right up to me when I came into the kitten room, and he still runs over when I walk into the room. He checks out new things. Has a great personality. Likes all kinds of toys. He is a little squirmy after you hold him for a few minutes. But he loves to sit in lap and observe everything going on around him. And a few times he snoozes on lap."" ",2024-06-11
A311902,"https://petharbor.com/detail.asp?ID=A311902&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311902&LOCATION=SNCR,chewy,Male,brn tabby,domestic shorthair,2 months old,1.25,S K07,False,False,,2,,,2024-06-11,"Meet Chewy! Chewy came to the Shelter with his littermates as teeny tiny babies. He is now big and strong and ready to be adopted by YOU! Here is what his foster parent says about him: ""He has been the sweetest of the bunch since day 1. Loving, walks up to you when you enter the room and wants to be picked up and loved. He is always sweet and loving. Learns and takes direction pretty well. Likes to cuddle and curl up on lap for a nap. Gets along with all the other kittens I’ve had. Likes to chew on things sometimes (hence his name) but has not chewed through wires, etc. He will be the one I miss most.  No problems using the litter box.""",2024-06-11
A312265,"https://petharbor.com/detail.asp?ID=A312265&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312265&LOCATION=SNCR,tigris,Female,brn tiger,domestic shorthair,2 months old,2.1,S K18,False,True,,2,,,2024-06-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312267,"https://petharbor.com/detail.asp?ID=A312267&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312267&LOCATION=SNCR,tee,Male,sl lynx pt,domestic shorthair,2 months old,2.4,S K18,False,False,,2,,,2024-06-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312477,"https://petharbor.com/detail.asp?ID=A312477&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312477&LOCATION=SNCR,droplet,Female,brn tabby,domestic shorthair,2 months old,2.1,S F06,False,True,,2,,,2024-06-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312485,"https://petharbor.com/detail.asp?ID=A312485&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312485&LOCATION=SNCR,sundried tomato,Male,black & brown,domestic mediumhair,2 months old,1.75,S F17,False,False,,2,,,2024-06-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312486,"https://petharbor.com/detail.asp?ID=A312486&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=76&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312486&LOCATION=SNCR,black olive,Female,brn tabby & orange,domestic shorthair,2 months old,2.6,S F17,False,True,,2,,,2024-06-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
